,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Targets
0,189.04799999999997,167.558,118.90700000000001,41.982,99.601,157.437,86.22399999999999,93.056,180.144,50.598,109.469,116.15999999999998,103.561,128.576,139.09,1
1,166.67200000000003,165.07399999999998,85.07799999999999,65.772,74.62599999999999,124.37899999999999,159.384,107.72800000000001,51.962999999999994,94.371,99.474,104.90899999999999,97.137,115.573,109.18100000000001,1
2,153.035,110.939,84.078,27.459,11.636999999999999,96.644,183.77100000000002,155.366,176.62199999999999,127.90099999999998,139.09,82.78399999999999,89.137,131.305,84.648,1
3,178.01,174.52599999999998,101.199,82.779,44.281,93.68699999999998,166.899,91.749,158.954,151.395,106.371,124.015,153.269,124.488,107.83299999999998,1
4,167.558,147.36599999999999,27.16,24.974999999999998,104.38399999999999,177.615,85.59299999999999,97.791,155.862,197.16699999999997,96.26199999999999,106.65899999999999,155.78099999999998,139.09,142.00400000000002,1
5,128.06,115.42299999999999,144.768,21.490999999999996,96.416,93.26799999999999,211.255,173.625,121.22899999999998,78.86699999999999,128.576,138.791,102.09899999999999,113.165,117.22,1
6,181.081,138.213,66.658,44.281,47.352,153.447,101.727,89.01299999999999,86.27699999999999,173.625,119.639,119.166,106.371,96.55,84.648,1
7,183.081,152.736,32.829,26.16,71.441,102.46499999999999,172.257,36.413,87.645,220.84699999999998,121.585,103.273,122.471,98.599,113.92599999999999,1
8,186.358,147.36599999999999,117.021,81.594,23.975,155.366,93.00299999999999,31.163,48.441,117.33499999999998,105.496,91.47399999999999,104.03399999999999,124.015,122.471,1
9,173.22699999999998,153.035,124.576,57.803999999999995,27.16,40.132999999999996,127.90099999999998,213.671,96.644,91.749,119.166,116.15999999999998,107.246,113.339,119.166,1
10,175.526,117.907,104.38399999999999,21.490999999999996,113.53699999999999,55.485,155.366,101.78099999999999,151.395,222.07599999999996,105.496,135.87699999999998,125.374,113.339,112.578,1
11,140.697,132.84300000000002,106.56899999999999,88.562,31.942999999999998,93.00299999999999,172.941,120.85699999999999,169.95,166.428,87.38699999999999,99.474,113.165,90.59899999999999,82.78399999999999,1
12,173.22699999999998,172.04199999999997,74.62599999999999,63.174,90.74699999999999,100.31199999999998,170.31900000000002,159.012,91.065,41.927,113.165,110.05599999999998,121.585,124.015,146.47299999999998,1
13,163.188,87.26299999999999,150.85,49.949999999999996,117.907,169.57799999999997,59.007,97.162,82.70199999999998,110.66299999999998,115.573,140.16099999999997,98.887,110.93100000000001,126.146,1
14,169.156,152.736,105.56899999999999,76.224,92.93199999999999,222.07599999999996,73.095,86.22399999999999,50.598,160.857,118.27999999999999,108.594,101.81099999999999,123.243,133.92000000000002,1
15,168.55800000000002,150.85,81.594,62.288,83.779,52.391999999999996,197.824,107.72800000000001,152.34,110.87799999999999,110.93100000000001,120.226,155.78099999999998,132.376,127.80399999999999,1
16,165.07399999999998,161.302,133.72899999999998,97.71499999999999,55.918,159.012,44.919,73.095,100.31199999999998,173.007,99.76199999999999,108.121,97.425,94.213,103.273,1
17,162.18799999999996,128.06,84.078,64.77199999999999,90.74699999999999,97.791,170.889,166.899,61.362,208.289,113.165,98.599,112.578,74.73,101.81099999999999,1
18,170.15599999999998,154.334,65.772,47.765,31.942999999999998,98.475,164.847,131.423,98.43799999999999,121.22899999999998,107.83299999999998,114.51299999999999,113.92599999999999,77.29499999999999,124.015,1
19,183.66799999999998,154.334,66.658,22.676,58.804,124.37899999999999,177.615,159.384,73.095,151.679,125.374,131.006,106.65899999999999,98.01199999999999,139.09,1
20,163.188,150.85,135.914,60.401999999999994,36.313,97.162,208.289,95.73899999999999,162.542,152.079,114.51299999999999,130.234,130.234,107.246,116.15999999999998,1
21,163.188,150.85,138.213,29.345000000000002,9.153,166.899,96.42299999999999,68.239,103.14899999999999,51.962999999999994,105.496,96.26199999999999,110.643,106.371,101.81099999999999,1
22,136.914,133.72899999999998,156.22,77.11,39.797000000000004,82.70199999999998,103.83399999999999,97.162,190.123,87.645,95.08800000000001,106.371,104.03399999999999,119.166,113.165,1
23,164.074,161.302,62.288,60.401999999999994,41.096,155.366,101.727,180.183,134.945,220.91299999999998,106.65899999999999,101.81099999999999,152.19799999999998,99.76199999999999,119.166,1
24,163.188,152.736,66.658,28.459,52.434,162.542,41.927,215.465,171.573,95.05499999999999,110.643,139.09,113.165,183.343,100.637,1
25,124.87499999999999,101.199,73.626,46.465999999999994,39.797000000000004,102.97899999999998,151.679,200.68899999999996,220.91299999999998,100.684,148.615,108.594,99.76199999999999,91.47399999999999,122.471,1
26,183.081,181.081,165.07399999999998,56.918,24.974999999999998,197.16699999999997,73.621,43.721000000000004,113.81299999999999,148.81799999999998,136.94799999999998,114.51299999999999,123.243,136.94799999999998,104.32199999999999,1
27,177.59699999999998,167.558,69.256,36.013999999999996,110.053,142.361,213.671,107.356,102.695,92.43299999999999,112.578,113.339,96.26199999999999,90.59899999999999,122.944,1
28,176.71099999999998,175.526,92.93199999999999,82.779,39.498,117.33499999999998,159.012,85.88,90.118,36.413,101.81099999999999,122.471,153.75300000000001,101.224,109.469,1
29,150.85,146.366,55.32,36.013999999999996,47.352,217.25900000000001,45.216,138.46699999999998,164.336,90.118,90.012,105.496,98.887,92.751,111.40400000000001,1
30,165.672,149.25199999999998,116.60799999999999,64.77199999999999,3.783,174.801,55.980000000000004,91.262,172.941,127.90099999999998,101.224,99.76199999999999,97.425,107.83299999999998,83.773,1
31,186.358,151.736,72.74000000000001,37.611999999999995,55.32,51.962999999999994,166.05599999999998,159.012,203.20600000000002,160.748,109.18100000000001,96.55,85.523,101.81099999999999,136.94799999999998,1
32,147.36599999999999,137.213,83.779,23.975,24.974999999999998,192.442,82.292,138.839,95.05499999999999,34.663,110.643,84.936,95.675,91.762,114.51299999999999,1
33,173.64,155.22,123.277,74.62599999999999,149.551,92.43299999999999,222.64100000000002,153.572,138.839,107.72800000000001,106.958,119.166,113.339,144.63,100.34899999999999,1
34,184.36899999999997,121.39099999999999,144.768,116.60799999999999,95.11699999999999,211.877,47.01,34.663,83.074,86.96099999999998,102.09899999999999,118.27999999999999,94.213,101.81099999999999,123.243,1
35,161.302,148.25199999999998,76.224,36.313,58.804,180.183,91.262,204.21099999999998,48.804,103.83399999999999,116.15999999999998,116.633,104.03399999999999,111.991,98.887,1
36,165.672,143.882,94.231,76.224,130.245,155.366,48.804,145.51099999999997,83.65499999999999,61.362,111.991,130.234,111.991,122.471,111.991,1
37,161.302,159.70399999999998,102.085,23.975,62.288,114.185,79.17999999999999,217.11399999999998,187.359,211.877,113.165,124.015,97.137,139.09,125.374,1
38,169.156,140.398,91.63299999999998,21.490999999999996,36.013999999999996,40.132999999999996,219.053,98.475,55.485,199.618,109.18100000000001,100.34899999999999,126.146,123.243,111.991,1
39,183.081,172.04199999999997,81.594,32.829,27.16,77.209,160.748,206.79399999999998,160.173,82.28699999999999,110.93100000000001,104.32199999999999,98.887,104.90899999999999,104.03399999999999,1
40,148.25199999999998,117.021,67.957,29.345000000000002,21.490999999999996,156.183,41.397,36.545,101.097,99.15899999999999,133.92000000000002,119.166,110.05599999999998,124.015,142.00400000000002,1
41,179.89600000000002,173.22699999999998,141.697,39.498,124.576,145.88299999999998,200.68899999999996,102.46499999999999,190.648,88.329,113.339,114.51299999999999,118.27999999999999,119.166,128.576,1
42,186.358,140.398,39.498,30.643999999999995,119.793,73.621,160.173,172.941,180.183,192.442,114.98599999999999,113.339,91.762,92.751,119.166,1
43,175.526,157.81799999999998,55.32,41.096,74.62599999999999,103.83399999999999,73.095,158.805,194.236,199.618,107.83299999999998,129.462,111.40400000000001,96.26199999999999,120.226,1
44,157.81799999999998,154.334,66.658,23.975,55.918,160.748,70.033,71.827,197.824,89.01299999999999,104.90899999999999,127.032,98.887,98.599,106.958,1
45,174.52599999999998,117.021,85.07799999999999,67.957,103.97099999999999,86.596,110.87799999999999,100.31199999999998,151.52200000000002,217.25900000000001,127.80399999999999,107.246,151.12699999999998,111.991,115.573,1
46,169.156,167.558,136.914,62.288,113.53699999999999,167.924,41.397,102.695,80.797,220.91299999999998,102.09899999999999,109.469,108.121,102.09899999999999,100.637,1
47,139.398,132.84300000000002,97.71499999999999,46.465999999999994,70.142,103.83399999999999,177.615,93.056,166.899,34.663,103.273,144.146,82.197,121.585,94.8,1
48,181.081,155.22,88.14899999999999,30.643999999999995,30.643999999999995,199.618,79.55199999999999,37.875,66.445,45.216,106.371,114.51299999999999,76.018,80.333,127.80399999999999,1
49,181.49399999999997,150.85,42.98199999999999,36.313,56.918,84.086,151.778,204.21099999999998,94.371,178.389,98.01199999999999,101.81099999999999,91.762,100.34899999999999,122.944,1
50,154.334,113.53699999999999,122.39099999999999,65.772,51.836,159.012,100.684,86.596,124.751,127.90099999999998,110.05599999999998,144.146,105.78399999999999,98.599,100.34899999999999,1
51,159.70399999999998,103.08499999999998,171.042,26.16,14.523,50.598,45.216,173.007,76.24499999999999,85.023,119.639,133.92000000000002,124.015,152.19799999999998,90.59899999999999,1
52,166.67200000000003,92.93199999999999,121.092,58.804,68.256,83.65499999999999,167.924,83.074,203.20600000000002,162.225,101.81099999999999,123.243,125.374,139.09,109.469,1
53,182.38,158.704,72.327,35.013999999999996,45.466,55.980000000000004,185.565,178.389,207.733,149.033,92.751,93.925,108.121,73.855,118.27999999999999,1
54,147.36599999999999,124.576,146.366,112.53699999999999,69.256,64.651,178.299,190.123,158.121,220.91299999999998,139.09,122.471,100.34899999999999,127.032,150.05599999999998,1
55,157.106,112.53699999999999,47.352,28.459,80.594,71.827,171.213,103.121,102.46499999999999,194.236,90.012,107.83299999999998,109.18100000000001,73.855,98.01199999999999,1
56,178.896,140.697,178.01,73.626,48.95,83.65499999999999,48.441,154.131,173.625,120.85699999999999,122.471,111.40400000000001,120.226,98.887,101.224,1
57,128.946,96.11699999999999,62.288,34.128,31.529999999999998,93.63999999999999,157.16,102.695,162.534,75.41499999999999,117.22,104.32199999999999,71.29,100.34899999999999,87.38699999999999,1
